prompt	n_tokens	run_id	total_time	time_per_token	device	model_id	constrained_time	unconstrained_time
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	2	1	0.064	0.032	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.69	1.70
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	2	2	0.064	0.032	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.69	1.78
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	2	3	0.078	0.039	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.60	1.51
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	2	4	0.063	0.031	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.52	1.59
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	2	5	0.077	0.039	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.41	1.44
This is a valid json string for a detailed http request:	2	1	0.184	0.092	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.86	1.56
This is a valid json string for a detailed http request:	2	2	0.182	0.091	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.15	1.88
This is a valid json string for a detailed http request:	2	3	0.223	0.112	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.56	1.52
This is a valid json string for a detailed http request:	2	4	0.182	0.091	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.79	1.40
This is a valid json string for a detailed http request:	2	5	0.173	0.086	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	1.55	1.38
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	4	1	0.077	0.019	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.70	2.83
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	4	2	0.072	0.018	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.76	2.78
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	4	3	0.072	0.018	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.95	2.96
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	4	4	0.073	0.018	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.03	2.85
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	4	5	0.074	0.019	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.88	2.83
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	4	1	0.076	0.019	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.82	2.90
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	4	2	0.074	0.018	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.89	2.89
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	4	3	0.073	0.018	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.06	2.92
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	4	4	0.070	0.017	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.78	2.82
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	4	5	0.070	0.017	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.68	2.97
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	4	1	0.215	0.054	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.17	2.99
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	4	2	0.217	0.054	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.86	2.90
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	4	3	0.229	0.057	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.92	2.70
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	4	4	0.214	0.054	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.29	2.98
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	4	5	0.227	0.057	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.14	2.95
This is a valid json string for a detailed http request:	4	1	0.326	0.082	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.19	2.75
This is a valid json string for a detailed http request:	4	2	0.325	0.081	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.15	2.67
This is a valid json string for a detailed http request:	4	3	0.324	0.081	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.93	2.24
This is a valid json string for a detailed http request:	4	4	0.321	0.080	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	3.15	2.56
This is a valid json string for a detailed http request:	4	5	0.338	0.084	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	2.76	2.59
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	8	1	0.385	0.048	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.39	4.67
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	8	2	0.358	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.39	5.41
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	8	3	0.490	0.061	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.93	5.19
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	8	4	0.367	0.046	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.89	5.97
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	8	5	0.353	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.68	5.23
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	8	1	0.363	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.26	5.08
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	8	2	0.433	0.054	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.89	5.35
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	8	3	0.352	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.04	4.91
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	8	4	0.369	0.046	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.85	6.28
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	8	5	0.543	0.068	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.21	5.66
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	8	1	0.509	0.064	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.75	5.65
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	8	2	0.519	0.065	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.99	5.98
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	8	3	0.709	0.089	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.90	5.87
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	8	4	0.698	0.087	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	7.02	6.70
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	8	5	0.508	0.064	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.70	5.07
This is a valid json string for a detailed http request:	8	1	0.338	0.042	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	7.33	6.23
This is a valid json string for a detailed http request:	8	2	0.393	0.049	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.37	5.35
This is a valid json string for a detailed http request:	8	3	0.327	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.17	6.05
This is a valid json string for a detailed http request:	8	4	0.372	0.047	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	5.99	4.82
This is a valid json string for a detailed http request:	8	5	0.415	0.052	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	6.24	5.31
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	16	1	0.928	0.058	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.50	11.42
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	16	2	0.717	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	11.69	12.26
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	16	3	0.764	0.048	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.20	9.64
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	16	4	0.883	0.055	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.52	13.09
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	16	5	0.714	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	11.30	10.55
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	16	1	0.789	0.049	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.44	11.05
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	16	2	0.994	0.062	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.95	9.28
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	16	3	0.785	0.049	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.66	8.79
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	16	4	0.796	0.050	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	11.52	10.67
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	16	5	0.741	0.046	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.62	10.65
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	16	1	1.292	0.081	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	38.28	41.68
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	16	2	0.991	0.062	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.56	9.46
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	16	3	1.241	0.078	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.69	10.56
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	16	4	1.385	0.087	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.99	12.57
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	16	5	1.033	0.065	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.57	11.05
This is a valid json string for a detailed http request:	16	1	0.697	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.84	12.24
This is a valid json string for a detailed http request:	16	2	0.868	0.054	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.02	10.36
This is a valid json string for a detailed http request:	16	3	0.718	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	12.20	9.67
This is a valid json string for a detailed http request:	16	4	0.710	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.57	10.44
This is a valid json string for a detailed http request:	16	5	0.759	0.047	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	10.93	11.05
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	32	1	1.955	0.061	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	20.53	20.05
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	32	2	1.969	0.062	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	21.87	21.65
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	32	3	2.276	0.071	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	71.85	73.02
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	32	4	1.569	0.049	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	25.54	71.92
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	32	5	1.998	0.062	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	18.82	20.70
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	32	1	1.309	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	19.85	21.50
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	32	2	1.325	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	19.92	22.40
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	32	3	1.367	0.043	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	68.49	67.02
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	32	4	1.436	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	27.57	68.47
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	32	5	1.254	0.039	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	19.97	21.53
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	32	1	1.069	0.033	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	18.65	22.84
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	32	2	1.024	0.032	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	17.99	20.90
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	32	3	1.210	0.038	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	17.70	22.14
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	32	4	1.040	0.033	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	20.84	18.67
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	32	5	1.078	0.034	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	19.07	22.51
This is a valid json string for a detailed http request:	32	1	1.532	0.048	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	20.83	21.82
This is a valid json string for a detailed http request:	32	2	1.699	0.053	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	21.34	21.21
This is a valid json string for a detailed http request:	32	3	1.340	0.042	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	18.38	19.25
This is a valid json string for a detailed http request:	32	4	1.314	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	19.64	21.67
This is a valid json string for a detailed http request:	32	5	1.339	0.042	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	20.27	22.83
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	64	1	2.944	0.046	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	33.25	35.96
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	64	2	2.789	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	36.03	30.43
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	64	3	2.574	0.040	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	45.19	27.08
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	64	4	2.441	0.038	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	38.63	42.96
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	64	5	2.474	0.039	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	46.84	41.86
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	64	1	1.236	0.019	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	38.52	44.62
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	64	2	1.536	0.024	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	36.49	42.92
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	64	3	1.250	0.020	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	37.54	42.10
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	64	4	1.432	0.022	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	38.83	40.18
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	64	5	1.683	0.026	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	48.37	42.81
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	53	1	1.931	0.036	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	185.66	207.01
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	53	2	2.179	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	196.13	239.01
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	53	3	2.193	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	192.02	252.78
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	53	4	2.283	0.043	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	204.69	230.78
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	53	5	2.401	0.045	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	197.49	255.16
This is a valid json string for a detailed http request:	56	1	2.822	0.050	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	221.20	237.59
This is a valid json string for a detailed http request:	56	2	2.343	0.042	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	191.53	244.75
This is a valid json string for a detailed http request:	56	3	2.485	0.044	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	186.37	229.54
This is a valid json string for a detailed http request:	56	4	2.586	0.046	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	206.04	250.35
This is a valid json string for a detailed http request:	56	5	2.701	0.048	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	192.44	245.25
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	128	1	4.577	0.036	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	454.01	424.83
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	128	2	4.958	0.039	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	452.61	469.34
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	128	3	4.840	0.038	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	467.03	482.17
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	128	4	5.191	0.041	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	459.16	477.57
Generate a valid JSON object that contains a list of all even numbers up to <MAX_NEW_TOKENS>.	128	5	4.879	0.038	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	460.59	456.15
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	128	1	2.734	0.021	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	449.75	484.43
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	128	2	2.667	0.021	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	459.57	471.24
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	128	3	2.921	0.023	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	451.79	473.16
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	128	4	2.946	0.023	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	452.69	467.23
Generate a valid JSON object that contains a list of all keys from key1 to key<MAX_NEW_TOKENS>.	128	5	2.833	0.022	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	452.48	454.93
Generate a valid JSON object that contains all key value pairs from (key1, value1) to (key<MAX_NEW_TOKENS>, value<MAX_NEW_TOKENS>) .	128	1	1.889	0.015	cpu	/dlabdata1/llama2_hf/Llama-2-7b-hf	141.58	473.35
